PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"28471350","Antiviral therapy reduces risk of haemorrhagic stroke in patients with HCV infection: a nationwide cohort study","Lin MS, Chung CM, Lin WY, Wei KL, Wang J, Lee YY, Hu JH, Tung TH, Lin YS.","Antivir Ther. 2018;23(1):43-52. doi: 10.3851/IMP3172.","Lin MS","Antivir Ther","2018","2017/05/05","","","10.3851/IMP3172"
"30904848","Comparison of medical comorbidity between patients with primary angle-closure glaucoma and a control cohort: a population-based study from Taiwan","Chen HY, Lin CL.","BMJ Open. 2019 Mar 23;9(3):e024209. doi: 10.1136/bmjopen-2018-024209.","Chen HY","BMJ Open","2019","2019/03/25","PMC6475178","","10.1136/bmjopen-2018-024209"
"25987674","Effects of a Parent-Child Interactive Program for Families on Reducing the Exposure of School-Aged Children to Household Smoking","Chen YT, Hsiao FH, Lee CM, Wang RH, Chen PL.","Nicotine Tob Res. 2016 Mar;18(3):330-40. doi: 10.1093/ntr/ntv105. Epub 2015 May 17.","Chen YT","Nicotine Tob Res","2016","2015/05/20","","","10.1093/ntr/ntv105"
"27512853","Physiotherapists working in clinics have increased risk for new-onset spine disorders: a 12-year population-based study","Liao JC, Ho CH, Chiu HY, Wang YL, Kuo LC, Liu C, Wang JJ, Lim SW, Kuo JR.","Medicine (Baltimore). 2016 Aug;95(32):e4405. doi: 10.1097/MD.0000000000004405.","Liao JC","Medicine (Baltimore)","2016","2016/08/12","PMC4985308","","10.1097/MD.0000000000004405"
"26721214","Identifying Chinese herbal medicine network for treating acne: Implications from a nationwide database","Chen HY, Lin YH, Chen YC.","J Ethnopharmacol. 2016 Feb 17;179:1-8. doi: 10.1016/j.jep.2015.12.032. Epub 2015 Dec 22.","Chen HY","J Ethnopharmacol","2016","2016/01/02","","","10.1016/j.jep.2015.12.032"
"29073669","Prevalence of Temporomandibular Disorders in Rheumatoid Arthritis and Associated Risk Factors: A Nationwide Study in Taiwan","Lin CY, Chung CH, Chu HY, Chen LC, Tu KH, Tsao CH, Wu YT, Chien WC.","J Oral Facial Pain Headache. 2017 Fall;31(4):e29-e36. doi: 10.11607/ofph.1917.","Lin CY","J Oral Facial Pain Headache","2017","2017/10/27","","","10.11607/ofph.1917"
"30101458","A comparative study of subsequent liver cirrhosis risk in non-Helicobacter pylori-infected peptic ulcer patients with and without vagotomy: An Asian population cohort study","Wu SC, Chen WT, Muo CH, Hsu CY.","J Gastroenterol Hepatol. 2019 Feb;34(2):376-382. doi: 10.1111/jgh.14440. Epub 2018 Oct 3.","Wu SC","J Gastroenterol Hepatol","2019","2018/08/14","","","10.1111/jgh.14440"
"29048544","Valproic acid attenuates the risk of acute respiratory failure in patients with subarachnoid hemorrhage","Liao WI, Chien WC, Chung CH, Wang JC, Chung TT, Chu SJ, Tsai SH.","QJM. 2018 Feb 1;111(2):89-96. doi: 10.1093/qjmed/hcx199.","Liao WI","QJM","2018","2017/10/20","","","10.1093/qjmed/hcx199"
"26886601","Dipeptidyl Peptidase-4 Inhibitor Use Is Not Associated With Acute Pancreatitis in High-Risk Type 2 Diabetic Patients: A Nationwide Cohort Study","Chang CH, Lin JW, Chen ST, Lai MS, Chuang LM, Chang YC.","Medicine (Baltimore). 2016 Feb;95(7):e2603. doi: 10.1097/MD.0000000000002603.","Chang CH","Medicine (Baltimore)","2016","2016/02/18","PMC4998601","","10.1097/MD.0000000000002603"
"28890525","Cognitive Development After Kawasaki Disease　- Clinical Study and Validation Using a Nationwide Population-Based Cohort","Wang LJ, Kuo HC.","Circ J. 2018 Jan 25;82(2):517-523. doi: 10.1253/circj.CJ-17-0557. Epub 2017 Sep 9.","Wang LJ","Circ J","2018","2017/09/12","","","10.1253/circj.CJ-17-0557"
"27100423","Risk of Stroke in Patients With Spontaneous Pneumothorax: A Nationwide, Population-Based Study","Cheng CY, Yeh DY, Lin CL, Kao CH.","Medicine (Baltimore). 2016 Apr;95(16):e3375. doi: 10.1097/MD.0000000000003375.","Cheng CY","Medicine (Baltimore)","2016","2016/04/22","PMC4845827","","10.1097/MD.0000000000003375"
"28774207","Complementary Chinese Herbal Medicine Therapy Improves Survival of Patients With Pancreatic Cancer in Taiwan: A Nationwide Population-Based Cohort Study","Kuo YT, Liao HH, Chiang JH, Wu MY, Chen BC, Chang CM, Yeh MH, Chang TT, Sun MF, Yeh CC, Yen HR.","Integr Cancer Ther. 2018 Jun;17(2):411-422. doi: 10.1177/1534735417722224. Epub 2017 Aug 3.","Kuo YT","Integr Cancer Ther","2018","2017/08/05","PMC6041895","","10.1177/1534735417722224"
"26994437","Comparative effectiveness of long-acting injectable risperidone vs. long-acting injectable first-generation antipsychotics in bipolar disorder","Wu CS, Hsieh MH, Tang CH, Chang CJ.","J Affect Disord. 2016 Jun;197:189-95. doi: 10.1016/j.jad.2016.03.043. Epub 2016 Mar 11.","Wu CS","J Affect Disord","2016","2016/03/20","","","10.1016/j.jad.2016.03.043"
"29661187","Incidence and risk factors for recurrent Henoch-Schönlein purpura in children from a 16-year nationwide database","Lei WT, Tsai PL, Chu SH, Kao YH, Lin CY, Fang LC, Shyur SD, Lin YW, Wu SI.","Pediatr Rheumatol Online J. 2018 Apr 16;16(1):25. doi: 10.1186/s12969-018-0247-8.","Lei WT","Pediatr Rheumatol Online J","2018","2018/04/18","PMC5902957","","10.1186/s12969-018-0247-8"
"27624648","Cost-effectiveness analysis of quadrivalent versus trivalent influenza vaccine in Taiwan: A lifetime multi-cohort model","Yang MC, Tan EC, Su JJ.","Hum Vaccin Immunother. 2017 Jan 2;13(1):81-89. doi: 10.1080/21645515.2016.1225636. Epub 2016 Sep 13.","Yang MC","Hum Vaccin Immunother","2017","2016/09/15","PMC5287333","","10.1080/21645515.2016.1225636"
"28072689","An observational study on the effect of premature ventricular complex burden on long-term outcome","Lin CY, Chang SL, Lin YJ, Chen YY, Lo LW, Hu YF, Tuan TC, Chao TF, Chung FP, Liao JN, Chang YT, Lin CH, Walia R, Te AL, Yamada S, Chiou CW, Tsao HM, Chen SA.","Medicine (Baltimore). 2017 Jan;96(1):e5476. doi: 10.1097/MD.0000000000005476.","Lin CY","Medicine (Baltimore)","2017","2017/01/11","PMC5228649","","10.1097/MD.0000000000005476"
"27817879","Postnatal Risk of Acquiring Kawasaki Disease: A Nationwide Birth Cohort Database Study","Wu MH, Lin MT, Chen HC, Kao FY, Huang SK.","J Pediatr. 2017 Jan;180:80-86.e2. doi: 10.1016/j.jpeds.2016.09.052. Epub 2016 Nov 3.","Wu MH","J Pediatr","2017","2016/11/08","","","10.1016/j.jpeds.2016.09.052"
"28532430","A retrospective cohort study on the risk of stroke in relation to a priori health knowledge level among people with type 2 diabetes mellitus in Taiwan","Lai YJ, Hu HY, Lee YL, Ku PW, Yen YF, Chu D.","BMC Cardiovasc Disord. 2017 May 22;17(1):130. doi: 10.1186/s12872-017-0568-4.","Lai YJ","BMC Cardiovasc Disord","2017","2017/05/24","PMC5440939","","10.1186/s12872-017-0568-4"
"30580196","Healthcare cost, service use and mortality in major psychiatric disorders in Taiwan","Pan YJ, Kuo KH, Yeh LL.","J Affect Disord. 2019 Mar 1;246:112-120. doi: 10.1016/j.jad.2018.12.046. Epub 2018 Dec 18.","Pan YJ","J Affect Disord","2019","2018/12/24","","","10.1016/j.jad.2018.12.046"
"29405850","Unilateral Vocal Fold Paralysis and Risk of Pneumonia: A Nationwide Population-Based Cohort Study","Tsai MS, Yang YH, Liu CY, Lin MH, Chang GH, Tsai YT, Li HY, Tsai YH, Hsu CM.","Otolaryngol Head Neck Surg. 2018 May;158(5):896-903. doi: 10.1177/0194599818756285. Epub 2018 Feb 6.","Tsai MS","Otolaryngol Head Neck Surg","2018","2018/02/07","","","10.1177/0194599818756285"
"27287032","Postnatal cumulative incidence of supraventricular tachycardia in a general pediatric population: A national birth cohort database study","Wu MH, Chen HC, Kao FY, Huang SK.","Heart Rhythm. 2016 Oct;13(10):2070-5. doi: 10.1016/j.hrthm.2016.06.006. Epub 2016 Jun 7.","Wu MH","Heart Rhythm","2016","2016/06/12","","","10.1016/j.hrthm.2016.06.006"
"27440675","The rise of clinical nutrition science in North-East Asia","Wahlqvist ML.","Asia Pac J Clin Nutr. 2016;25(3):437-43. doi: 10.6133/apjcn.072016.02.","Wahlqvist ML","Asia Pac J Clin Nutr","2016","2016/07/22","","","10.6133/apjcn.072016.02"
"31045819","The crowd-out effect of a mass casualty incident: Experience from a dust explosion with multiple burn injuries","Yang CJ, Tsai SH, Chien WC, Chung CH, Dai NT, Tzeng YS, Chen SJ, Wu DC, Chen CJ.","Medicine (Baltimore). 2019 May;98(18):e15457. doi: 10.1097/MD.0000000000015457.","Yang CJ","Medicine (Baltimore)","2019","2019/05/03","PMC6504323","","10.1097/MD.0000000000015457"
"28661412","Risk of new-onset diabetes mellitus in primary aldosteronism: a population study over 5 years","Wu VC, Chueh SJ, Chen L, Chang CH, Hu YH, Lin YH, Wu KD, Yang WS; TAIPAI Study Group.","J Hypertens. 2017 Aug;35(8):1698-1708. doi: 10.1097/HJH.0000000000001361.","Wu VC","J Hypertens","2017","2017/06/30","","","10.1097/HJH.0000000000001361"
"29065869","Leading Comorbidity associated with 30-day post-anesthetic mortality in geriatric surgical patients in Taiwan: a retrospective study from the health insurance data","Chu CL, Chiou HY, Chou WH, Chang PY, Huang YY, Yeh HM.","BMC Geriatr. 2017 Oct 24;17(1):245. doi: 10.1186/s12877-017-0629-7.","Chu CL","BMC Geriatr","2017","2017/10/26","PMC5654003","","10.1186/s12877-017-0629-7"
"28477503","Bipolar disorder and the risk of fracture: A nationwide population-based cohort study","Su JA, Cheng BH, Huang YC, Lee CP, Yang YH, Lu ML, Hsu CY, Lee Y, McIntyre RS, Chin Lin T, Chin-Hung Chen V.","J Affect Disord. 2017 Aug 15;218:246-252. doi: 10.1016/j.jad.2017.04.037. Epub 2017 Apr 23.","Su JA","J Affect Disord","2017","2017/05/07","","","10.1016/j.jad.2017.04.037"
"27307717","Effectiveness of different memory training programs on improving hyperphagic behaviors of residents with dementia: a longitudinal single-blind study","Kao CC, Lin LC, Wu SC, Lin KN, Liu CK.","Clin Interv Aging. 2016 May 23;11:707-20. doi: 10.2147/CIA.S102027. eCollection 2016.","Kao CC","Clin Interv Aging","2016","2016/06/17","PMC4887047","","10.2147/CIA.S102027"
"31694558","Impact of metformin use among tuberculosis close contacts with diabetes mellitus in a nationwide cohort study","Lee MC, Lee CH, Lee MR, Wang JY, Chen SM.","BMC Infect Dis. 2019 Nov 6;19(1):936. doi: 10.1186/s12879-019-4577-z.","Lee MC","BMC Infect Dis","2019","2019/11/08","PMC6836500","","10.1186/s12879-019-4577-z"
"29366991","Comparison of cardiovascular outcomes and all-cause mortality in patients with chronic hepatitis B and C: A 13-year nationwide population-based study in Asia","Wu VC, Chen TH, Wu M, Cheng CW, Chen SW, Chang CW, Chen CC, Chang SH, Hung KC, Chern MS, Lin FC, Chu PH, Wu CS.","Atherosclerosis. 2018 Feb;269:178-184. doi: 10.1016/j.atherosclerosis.2018.01.007. Epub 2018 Jan 12.","Wu VC","Atherosclerosis","2018","2018/01/26","","","10.1016/j.atherosclerosis.2018.01.007"
"31091030","Risk of Dementia Among Individuals With Psoriasis: A Nationwide Population-Based Cohort Study in Taiwan","Huang KL, Yeh CC, Wu SI, Huang KY, Yang YH, Kuo TY, Liang HY, Lee YC, McIntyre RS, Lee Y, Weng JC, Chen VC.","J Clin Psychiatry. 2019 May 14;80(3):18m12462. doi: 10.4088/JCP.18m12462.","Huang KL","J Clin Psychiatry","2019","2019/05/16","","","10.4088/JCP.18m12462"
"31480270","Risk of Dementia in Patients with Leptospirosis: A Nationwide Cohort Analysis","Chiu CH, Chen PC, Wang YC, Lin CL, Lee FY, Wu CC, Chang KH.","Int J Environ Res Public Health. 2019 Aug 30;16(17):3168. doi: 10.3390/ijerph16173168.","Chiu CH","Int J Environ Res Public Health","2019","2019/09/05","PMC6747145","","10.3390/ijerph16173168"
"31077503","Trends and factors in antipsychotic use of outpatients with anxiety disorders in Taiwan, 2005-2013: A population-based study","Huang CW, Chiu YW, Chen PJ, Yu NW, Tsai HJ, Chang CM.","Psychiatry Clin Neurosci. 2019 Aug;73(8):501-507. doi: 10.1111/pcn.12861. Epub 2019 Jun 17.","Huang CW","Psychiatry Clin Neurosci","2019","2019/05/12","","","10.1111/pcn.12861"
"28376826","The risk of cataractogenesis after gamma knife radiosurgery: a nationwide population based case-control study","Liang CL, Liliang PC, Chen TB, Hsu HC, Chuang FC, Wang KW, Wang HK, Yang SN, Chen HJ.","BMC Ophthalmol. 2017 Apr 4;17(1):40. doi: 10.1186/s12886-017-0435-1.","Liang CL","BMC Ophthalmol","2017","2017/04/06","PMC5381080","","10.1186/s12886-017-0435-1"
"29433528","Effect of socioeconomic inequalities on cholecystectomy outcomes: a 10-year population-based analysis","Lu P, Yang NP, Chang NT, Lai KR, Lin KB, Chan CL.","Int J Equity Health. 2018 Feb 13;17(1):22. doi: 10.1186/s12939-018-0739-7.","Lu P","Int J Equity Health","2018","2018/02/14","PMC5809951","","10.1186/s12939-018-0739-7"
"26873327","Early detection of unhealthy behaviors, the prevalence and receipt of antiviral treatment for disabled adult hepatitis B and C carriers","Jane SW, Lin MS, Chiu WN, Lai LJ, Chen PH, Chen MY.","BMC Public Health. 2016 Feb 13;16:146. doi: 10.1186/s12889-016-2844-0.","Jane SW","BMC Public Health","2016","2016/02/14","PMC4752770","","10.1186/s12889-016-2844-0"
"26937915","Association Between Kidney Stones and Risk of Stroke: A Nationwide Population-Based Cohort Study","Lin SY, Lin CL, Chang YJ, Hsu WH, Lin CC, Wang IK, Chang CT, Chang CH, Lin MC, Kao CH.","Medicine (Baltimore). 2016 Feb;95(8):e2847. doi: 10.1097/MD.0000000000002847.","Lin SY","Medicine (Baltimore)","2016","2016/03/04","PMC4779012","","10.1097/MD.0000000000002847"
"29794090","Second-generation antipsychotic medications and risk of chronic kidney disease in schizophrenia: population-based nested case-control study","Wang HY, Huang CL, Feng IJ, Tsuang HC.","BMJ Open. 2018 May 24;8(5):e019868. doi: 10.1136/bmjopen-2017-019868.","Wang HY","BMJ Open","2018","2018/05/26","PMC5988075","","10.1136/bmjopen-2017-019868"
"32275669","Exposure to sexually explicit media in early adolescence is related to risky sexual behavior in emerging adulthood","Lin WH, Liu CH, Yi CC.","PLoS One. 2020 Apr 10;15(4):e0230242. doi: 10.1371/journal.pone.0230242. eCollection 2020.","Lin WH","PLoS One","2020","2020/04/11","PMC7147756","","10.1371/journal.pone.0230242"
"28688267","Factors affecting lumbar surgery outcome: A nation-wide, population-based retrospective study","Chin-Hung Chen V, Yang YH, Chen PY, Yang JT, Chen CPC, Chen CJ, Lu ML, Lee Y, McIntyre RS, Huang YC.","J Affect Disord. 2017 Nov;222:98-102. doi: 10.1016/j.jad.2017.06.060. Epub 2017 Jun 28.","Chin-Hung Chen V","J Affect Disord","2017","2017/07/09","","","10.1016/j.jad.2017.06.060"
"31108137","Comparison of mortality and cardiovascular event risk associated with various insulin secretagogues: A nationwide real-world analysis","Huang HK, Yeh JI.","Diabetes Res Clin Pract. 2019 Jun;152:103-110. doi: 10.1016/j.diabres.2019.04.032. Epub 2019 May 18.","Huang HK","Diabetes Res Clin Pract","2019","2019/05/21","","","10.1016/j.diabres.2019.04.032"
"28622343","Association of Alzhemier's disease with hepatitis C among patients with bipolar disorder","Lin HC, Xirasagar S, Lee HC, Huang CC, Chen CH.","PLoS One. 2017 Jun 16;12(6):e0179312. doi: 10.1371/journal.pone.0179312. eCollection 2017.","Lin HC","PLoS One","2017","2017/06/17","PMC5473552","","10.1371/journal.pone.0179312"
"28137521","Gender-based differences in mortality and complementary therapies for patients with stroke in Taiwan","Liu CT, Wu BY, Hu WL, Hung YC.","Complement Ther Med. 2017 Feb;30:113-117. doi: 10.1016/j.ctim.2016.12.004. Epub 2016 Dec 31.","Liu CT","Complement Ther Med","2017","2017/02/01","","","10.1016/j.ctim.2016.12.004"
"30274322","Depression Negatively Impacts Survival of Patients with Metastatic Prostate Cancer","Lin PH, Liu JM, Hsu RJ, Chuang HC, Chang SW, Pang ST, Chang YH, Chuang CK, Lin SK.","Int J Environ Res Public Health. 2018 Sep 29;15(10):2148. doi: 10.3390/ijerph15102148.","Lin PH","Int J Environ Res Public Health","2018","2018/10/03","PMC6210974","","10.3390/ijerph15102148"
"28306623","Risk of Epilepsy in Individuals With Posttraumatic Stress Disorder: A Nationwide Longitudinal Study","Chen YH, Wei HT, Bai YM, Hsu JW, Huang KL, Su TP, Li CT, Lin WC, Wu YH, Pan TL, Chen TJ, Tsai SJ, Chen MH.","Psychosom Med. 2017 Jul/Aug;79(6):664-669. doi: 10.1097/PSY.0000000000000463.","Chen YH","Psychosom Med","2017","2017/03/18","","","10.1097/PSY.0000000000000463"
"30876393","Long-term statin adherence in patients after hospital discharge for new onset of atherosclerotic cardiovascular disease: a population-based study of real world prescriptions in Taiwan","Chen ST, Huang ST, Shau WY, Lai CL, Li JZ, Fung S, Tse VC, Lai MS.","BMC Cardiovasc Disord. 2019 Mar 15;19(1):62. doi: 10.1186/s12872-019-1032-4.","Chen ST","BMC Cardiovasc Disord","2019","2019/03/17","PMC6420763","","10.1186/s12872-019-1032-4"
"27100424","Contrast Medium Exposure During Computed Tomography and Risk of Development of End-Stage Renal Disease in Patients With Chronic Kidney Disease: A Nationwide Population-Based, Propensity Score-Matched, Longitudinal Follow-Up Study","Hsieh MS, Chiu CS, How CK, Chiang JH, Sheu ML, Chen WC, Lin HJ, Hsieh VC, Hu SY.","Medicine (Baltimore). 2016 Apr;95(16):e3388. doi: 10.1097/MD.0000000000003388.","Hsieh MS","Medicine (Baltimore)","2016","2016/04/22","PMC4845828","","10.1097/MD.0000000000003388"
"28291833","Tamoxifen use and acute pancreatitis: A population-based cohort study","Hsu FG, Hsieh YW, Sheu MJ, Lin CC, Lin CL, Hsu CY, Lee CY, Chang MY, Chang KH.","PLoS One. 2017 Mar 14;12(3):e0173089. doi: 10.1371/journal.pone.0173089. eCollection 2017.","Hsu FG","PLoS One","2017","2017/03/15","PMC5349648","","10.1371/journal.pone.0173089"
"30244357","Risk of Myocardial Infarction After Carbon Monoxide Poisoning: A Nationwide Population-Based Cohort Study","Huang CC, Ho CH, Chen YC, Lin HJ, Hsu CC, Wang JJ, Su SB, Guo HR.","Cardiovasc Toxicol. 2019 Apr;19(2):147-155. doi: 10.1007/s12012-018-9484-9.","Huang CC","Cardiovasc Toxicol","2019","2018/09/24","","","10.1007/s12012-018-9484-9"
"28834113","Exercise might prevent cirrhosis in overweight and obese adults","Jan CF, Nfor ON, Huang JY, Hsu SY, Ko PC, Wu MC, Ho CC, Liaw YP.","Liver Int. 2018 Mar;38(3):515-522. doi: 10.1111/liv.13553. Epub 2017 Sep 6.","Jan CF","Liver Int","2018","2017/08/24","PMC5836961","","10.1111/liv.13553"
"27455080","No difference in mortality between terlipressin and somatostatin treatments in cirrhotic patients with esophageal variceal bleeding and renal functional impairment","Hung TH, Tsai CC, Tseng CW, Tseng KC, Hsieh YH, Tsai CC.","Eur J Gastroenterol Hepatol. 2016 Nov;28(11):1275-9. doi: 10.1097/MEG.0000000000000703.","Hung TH","Eur J Gastroenterol Hepatol","2016","2016/07/26","PMC5051540","","10.1097/MEG.0000000000000703"
"28520614","Incidence of Neurological Disorders Among HIV-Infected Individuals With Universal Health Care in Taiwan From 2000 to 2010","Tsai YT, Chen YC, Hsieh CY, Ko WC, Ko NY.","J Acquir Immune Defic Syndr. 2017 Aug 15;75(5):509-516. doi: 10.1097/QAI.0000000000001448.","Tsai YT","J Acquir Immune Defic Syndr","2017","2017/05/19","","","10.1097/QAI.0000000000001448"
"30002741","Incidence and Comorbidity of Dementia with Lewy Bodies: A Population-Based Cohort Study","Yang SK, Chen W, Su CH, Liu CH.","Behav Neurol. 2018 May 29;2018:7631951. doi: 10.1155/2018/7631951. eCollection 2018.","Yang SK","Behav Neurol","2018","2018/07/14","PMC5996442","","10.1155/2018/7631951"
"27036495","The utilization of fluoride varnish and its determining factors among Taiwanese preschool children","Tsai WC, Kung PT, Weng RH, Su HP.","J Chin Med Assoc. 2016 Aug;79(8):456-63. doi: 10.1016/j.jcma.2016.01.011. Epub 2016 Mar 29.","Tsai WC","J Chin Med Assoc","2016","2016/04/03","","","10.1016/j.jcma.2016.01.011"
"31048901","The effects of secondary prevention after coronary revascularization in Taiwan","Feng WH, Chu CY, Hsu PC, Lee WH, Su HM, Lin TH, Yen HW, Voon WC, Lai WT, Sheu SH.","PLoS One. 2019 May 2;14(5):e0215811. doi: 10.1371/journal.pone.0215811. eCollection 2019.","Feng WH","PLoS One","2019","2019/05/04","PMC6497233","","10.1371/journal.pone.0215811"
"27761632","Comparative risk of chronic kidney diseases in patients with urolithiasis and urological interventions: a longitudinal population-based study","Lin SY, Lin CL, Chang CH, Wu HC, Chen WC, Wang IK, Liu YL, Sung FC, Chang YJ, Kao CH.","Urolithiasis. 2017 Oct;45(5):465-472. doi: 10.1007/s00240-016-0929-y. Epub 2016 Oct 19.","Lin SY","Urolithiasis","2017","2016/10/21","","","10.1007/s00240-016-0929-y"
"28858980","The predictive role of CHA2DS2-VASc score between venous thromboembolism and ischemic stroke: a large-scale cohort study","Hu WS, Lin CL.","J Hypertens. 2018 Mar;36(3):628-633. doi: 10.1097/HJH.0000000000001539.","Hu WS","J Hypertens","2018","2017/09/01","","","10.1097/HJH.0000000000001539"
"27626940","Analysis of Patients with Helicobacter pylori Infection and the Subsequent Risk of Developing Osteoporosis after Eradication Therapy: A Nationwide Population-Based Cohort Study","Shih HM, Hsu TY, Chen CY, Lin CL, Kao CH, Chen CH, Yang TY, Chen WK.","PLoS One. 2016 Sep 14;11(9):e0162645. doi: 10.1371/journal.pone.0162645. eCollection 2016.","Shih HM","PLoS One","2016","2016/09/15","PMC5023099","","10.1371/journal.pone.0162645"
"30335806","Universal health insurance, health inequality and oral cancer in Taiwan","Wang F, Wang JD, Hung YW.","PLoS One. 2018 Oct 18;13(10):e0205731. doi: 10.1371/journal.pone.0205731. eCollection 2018.","Wang F","PLoS One","2018","2018/10/19","PMC6193672","","10.1371/journal.pone.0205731"
"27476985","Chronic Osteomyelitis Is Associated With Increased Risk of New-Onset Atrial Fibrillation: Evidence From a Nationwide Cohort of 23 Million People","Hsiao LC, Muo CH, Chou CY, Tseng CH, Chen MF, Chang KC.","Can J Cardiol. 2016 Dec;32(12):1388-1395. doi: 10.1016/j.cjca.2016.04.006. Epub 2016 Apr 21.","Hsiao LC","Can J Cardiol","2016","2016/08/02","","","10.1016/j.cjca.2016.04.006"
"29066880","Impact of selective and nonselective beta-blockers on the risk of severe exacerbations in patients with COPD","Huang YL, Lai CC, Wang YH, Wang CY, Wang JY, Wang HC, Yu CJ, Chen L.","Int J Chron Obstruct Pulmon Dis. 2017 Oct 11;12:2987-2996. doi: 10.2147/COPD.S145913. eCollection 2017.","Huang YL","Int J Chron Obstruct Pulmon Dis","2017","2017/10/26","PMC5644571","","10.2147/COPD.S145913"
"26962806","Pre-existing Pulmonary Diseases and Survival in Patients With Stage-dependent Lung Adenocarcinoma: A STROBE-compliant Article","Jian ZH, Huang JY, Nfor ON, Jhang KM, Ku WY, Ho CC, Lung CC, Pan HH, Liang YC, Wu MF, Liaw YP.","Medicine (Baltimore). 2016 Mar;95(10):e2987. doi: 10.1097/MD.0000000000002987.","Jian ZH","Medicine (Baltimore)","2016","2016/03/11","PMC4998887","","10.1097/MD.0000000000002987"
"27015205","Risk of Nonarteritic Anterior Ischemic Optic Neuropathy Following End-Stage Renal Disease","Chang YS, Weng SF, Chang C, Wang JJ, Su SB, Huang CC, Wang JY, Jan RL.","Medicine (Baltimore). 2016 Mar;95(12):e3174. doi: 10.1097/MD.0000000000003174.","Chang YS","Medicine (Baltimore)","2016","2016/03/26","PMC4998400","","10.1097/MD.0000000000003174"
"29395642","One-Year Risk of Pneumonia and Mortality in Patients with Poststroke Dysphagia: A Nationwide Population-Based Study","Ho CH, Lin WC, Hsu YF, Lee IH, Hung YC.","J Stroke Cerebrovasc Dis. 2018 May;27(5):1311-1317. doi: 10.1016/j.jstrokecerebrovasdis.2017.12.017. Epub 2018 Feb 1.","Ho CH","J Stroke Cerebrovasc Dis","2018","2018/02/04","","","10.1016/j.jstrokecerebrovasdis.2017.12.017"
"27832150","One-Year Tuberculosis Risk in Rheumatoid Arthritis Patients Starting Their First Tumor Necrosis Factor Inhibitor Therapy from 2008 to 2012 in Taiwan: A Nationwide Population-Based Cohort Study","Lim CH, Lin CH, Chen DY, Chen YM, Chao WC, Liao TL, Chen HH.","PLoS One. 2016 Nov 10;11(11):e0166339. doi: 10.1371/journal.pone.0166339. eCollection 2016.","Lim CH","PLoS One","2016","2016/11/11","PMC5104359","","10.1371/journal.pone.0166339"
"27669384","Associations between arsenic in drinking water and the progression of chronic kidney disease: A nationwide study in Taiwan","Cheng YY, Huang NC, Chang YT, Sung JM, Shen KH, Tsai CC, Guo HR.","J Hazard Mater. 2017 Jan 5;321:432-439. doi: 10.1016/j.jhazmat.2016.09.032. Epub 2016 Sep 14.","Cheng YY","J Hazard Mater","2017","2016/09/27","","","10.1016/j.jhazmat.2016.09.032"
"26845268","Antidepressant treatment and risk of dementia: a population-based, retrospective case-control study","Lee CW, Lin CL, Sung FC, Liang JA, Kao CH.","J Clin Psychiatry. 2016 Jan;77(1):117-22; quiz 122. doi: 10.4088/JCP.14m09580.","Lee CW","J Clin Psychiatry","2016","2016/02/05","","","10.4088/JCP.14m09580"
"29077518","Moderating Effects of Sexual Orientation and Gender Characteristic on Condom Use Intentions Among Boys' Senior High School Students in Taiwan: An Exploration Based on the Theory of Planned Behavior","Cheng CM, Huang JH.","J Sex Res. 2018 Sep;55(7):902-914. doi: 10.1080/00224499.2017.1372354. Epub 2017 Oct 27.","Cheng CM","J Sex Res","2018","2017/10/28","","","10.1080/00224499.2017.1372354"
"28332418","Asthma status is an independent risk factor for herpes zoster in children: a population-based cohort study","Chen SJ, Huang KH, Tsai WC, Lin CL, Cheng YD, Wei CC.","Ann Med. 2017 Sep;49(6):504-512. doi: 10.1080/07853890.2017.1309060. Epub 2017 Apr 23.","Chen SJ","Ann Med","2017","2017/03/24","","","10.1080/07853890.2017.1309060"
"27631630","Risk of Peripheral Artery Occlusive Disease in Patients with Vertigo, Tinnitus, or Sudden Deafness: A Secondary Case-Control Analysis of a Nationwide, Population-Based Health Claims Database","Koo M, Chen JC, Hwang JH.","PLoS One. 2016 Sep 15;11(9):e0162629. doi: 10.1371/journal.pone.0162629. eCollection 2016.","Koo M","PLoS One","2016","2016/09/16","PMC5025238","","10.1371/journal.pone.0162629"
"31209183","Increased risk of non-multiple sclerosis demyelinating syndromes in patients with preexisting septicaemia: a nationwide retrospective cohort study","Chou CH, Lee JT, Tsai CK, Lien LM, Yin JH, Lin CC, Tsai IJ, Sung YF, Yang FC, Tsai CL, Wang IK, Tseng CH, Hsu CY.","Postgrad Med J. 2019 Jun;95(1124):307-313. doi: 10.1136/postgradmedj-2019-136667. Epub 2019 Jun 17.","Chou CH","Postgrad Med J","2019","2019/06/19","PMC6613738","","10.1136/postgradmedj-2019-136667"
"27062145","Recent trends in the use of antidiabetic medications from 2008 to 2013: A nation-wide population-based study from Taiwan","Ou HT, Chang KC, Liu YM, Wu JS.","J Diabetes. 2017 Mar;9(3):256-266. doi: 10.1111/1753-0407.12408. Epub 2016 May 30.","Ou HT","J Diabetes","2017","2016/04/11","","","10.1111/1753-0407.12408"
